Bölüm,Label
GIDA KALITE KONTROLU VE ANALIZI,1741
GIDA MUH,1742
GIDA MUH.,1743
GIDA MUHANEDISLIGI,1744
GIDA MUHEDISLIGI,1745
GIDA MUHENDI,1746
GIDA MUHENDISI,1747
GIDA MUHENDISLI,1748
GIDA MUHENDISLIG,1749
GIDA MUHENDISLIGI,1750
GIDA MUHENDISLIGI %30 INGILIZCE,1751
GIDA MUHENDISLIGI (%100 INGILIZCE),1752
GIDA MUHENDISLIGI (ANADAL) & KIMYA MUHENDISLIGI (CIFT ANADAL),1753
GIDA MUHENDISLIGI (INGILIZ,1754
GIDA MUHENDISLIGI (INGILIZCE),1755
GIDA MUHENDISLIGI (INGILIZCE) / DGS ILE CBU'DEN GECIS YAPTIM 2019 YILINDA,1756
GIDA MUHENDISLIGI HARBI,1757
GIDA MUHENDISLIGI INGILIZCE,1758
GIDA MUHENDISLIGI(IKINCI OGRETIM),1759
GIDA MUHENDISLIGI(INGILIZCE),1760
GIDA MUHENDISLIGI(INGILIZCE)(IKINCI OGRETIM),1761
GIDA MUHENDISLIGI(INGILIZCE)(TAM BURSLU),1762
GIDA MUHENSILIGI,1763
GIDA TE,1764
GIDA TEKNELOJOSI,1765
GIDA TEKNIKERI,1766
GIDA TEKNOLOJI,1767
GIDA TEKNOLOJILERI,1768
GIDA TEKNOLOJIS,1769
GIDA TEKNOLOJISI,1770
GIDA TEKNOLOJISI (YUKSEKOKUL),1771
GIDA TEKNOLOJISI (YUKSEKOKUL)(IKINCI OGRETIM),1772
GIRAFIK TASARIM,1773
GIRESUN UNIVERSITESI SPOR BILIMLERI FAKULTESI ANTRONORLUK BOLUMUN,1774
GIRISIM,1775
GIRISIMCILIK,1776
GIRISIMCILIK BOLUMU,1777
GIRISIMCILIK(INGILIZCE)(TAM BURSLU),1778
GIYIM URETIM TEKNOLOJISI,1779
GORME ENGELLILER OGRETMENLIGI,1780
GORSEL ILETISIM,1781
GORSEL ILETISIM INGILIZCE,1782
GORSEL ILETISIM TASARIM,1783
GORSEL ILETISIM TASARIMI,1784
GORSEL ILETISIM TASARIMI(%50 BURSLU),1785
GORSEL ILETISIM TASARIMI(INGILIZCE)(%50 BURSLU),1786
GORSEL ILETISIM TASARIMI(TAM BURSLU),1787
GORSEL ILETISIM VE TASARIM,1788
GORSEL ILETISIM VE TASARIMI,1789
GORSEL ILETISIM(%50 BURSLU),1790
GORSEL ILETISIMINGILIZCE,1791
GORSEL ILTEISIM TASARIMI,1792
GORSEL SANATLAR,1793
GORSEL SANATLAR OGRETMENLIGI,1794
GORSEL SANATLAR VE GORSEL ILETISIM TASARIMI,1795
GORSRL ILETISIM,1796
GRAFIK,1797
GRAFIK RESIMLEME VE BASKI,1798
GRAFIK TASARIM,1799
GRAFIK TASARIMI,1800
GRAFIK TASARIMI (M.T.O.K.),1801
GRAFIK TASARIMI (M.T.O.K.)(IKINCI OGRETIM),1802
GRAFIK VE TASARIM,1803
GSF MUZIK,1804
GSF/GRAFIK TASARIM,1805
GUIDANCE AND PSYCHOLOGICAL COUNSELING,1806
GULHANE TIP FAKULTESI,1807
GUMRUK ISLETME,1808
GUMRUK ISLETME (YUKSEKOKUL),1809
GURCU DILI VE EDEBIYATI,1810
GURSEL SANATLAR FAKULTESI (GSF),1811
GUVENLIK BILIMLERI FAKULTESI,1812
GUVERTE (YUKSEKOKUL),1813
GUZEL,1814
GUZEL SANATLAR,1815
GUZEL SANATLAR FAKULTESI,1816
GUZEL SANATLAR FAKULTESI - GRAFIK,1817
GUZEL SANATLAR FAKULTESI / GRAFIK SANATLAR FAKULTESI,1818
GUZEL SANATLAR FAKULTESI / MUZIK,1819
GUZEL SANATLAR FAKULTESI / SINEMA VE TELEVIZYON,1820
GUZEL SANATLAR FAKULTESI GRAFIK TASARIM BOLUMU,1821
GUZEL SANATLAR FAKULTESI HEYKEL BOLUMU,1822
GUZEL SANATLAR FAKULTESI MUZIK,1823
GUZEL SANATLAR FAKULTESI MUZIK BOLUMU,1824
GUZEL SANATLAR FAKULTESI MUZIKOLOJI,1825
GUZEL SANATLAR FAKULTESI RESIM BOLUMU,1826
"GUZEL SANATLAR FAKULTESI, FOTOGRAF SANATI",1827
"GUZEL SANATLAR FAKULTESI, TEKSTIL VE MODA TASARIM",1828
GUZEL SANATLAR FAKULTESI- GRAFIK TASARIM,1829
GUZEL SANATLAR FAKULTESI/FOTOGRAF,1830
GUZEL SANATLAR FAKULTESI/FOTOGRAF BOLUMU,1831
GUZEL SANATLAR FAKULTESI/SINEMA TV,1832
GUZEL SANATLAR FKULTESI - HEYKEL,1833
GUZEL SANATLAR HEYKEL BOLUMU,1834
GUZEL SANATLAR RESIM BOLUMU,1835
GUZEL SANATLAR UNV. SERAMIK BOLUMU,1836
GUZEL SANATLAR VE MIMARLIK FAKULTESI /MIMARLIK,1837
H,1838
HA,1839
HALA LISEDEYIM,1840
"HALI, KILIM VE ESKI KUMAS DESENLERI",1841
HALK ILISKILER VE REKLAMCILIK,1842
HALKA ILISKILER VE REKLAMCILIK,1843
HALKA ILISKILER VE TANITIM,1844
HALKBILIM,1845
HALKBILIM/SOSYAL ANTROPOLOJI,1846
HALKLA,1847
HALKLA ILISILER VE TANITIM,1848
HALKLA ILISKILER,1849
HALKLA ILISKILER & REKLAMCILIK,1850
HALKLA ILISKILER - REKLAMCILIK,1851
HALKLA ILISKILER REKLAMCILIK,1852
HALKLA ILISKILER TANITIM,1853
HALKLA ILISKILER VE RE,1854
HALKLA ILISKILER VE REKALMCILIK,1855
HALKLA ILISKILER VE REKLAMCILI,1856
HALKLA ILISKILER VE REKLAMCILIK,1857
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE),1858
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE)(%25 BURSLU),1859
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE)(%50 BURSLU),1860
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE)(INGILIZCE),1861
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE)(INGILIZCE)(%50 BURSLU),1862
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE)(INGILIZCE)(TAM BURSLU),1863
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE)(TAM BURSLU),1864
HALKLA ILISKILER VE REKLAMCILIK (FAKULTE)(UOLP-SUNY FREDONIA),1865
HALKLA ILISKILER VE REKLAMCILIK (INGILIZCE),1866
HALKLA ILISKILER VE REKLAMCILIK (YUKSEKOKUL),1867
HALKLA ILISKILER VE REKLAMCILIK (YUKSEKOKUL)(TAM BURSLU),1868
HALKLA ILISKILER VE REKLAMCILIK BOLUMU,1869
HALKLA ILISKILER VE REKLAMCILIK INGILIZCE,1870
HALKLA ILISKILER VE REKLAMCILIK OKUYORUM DAHA ONCE ISTANBUL AYDIN UNIVERSITESINDE 2 YIL TAM BURSLU HALKLA ILISKILER VE TANITIM OKUDUM SONRASINDA DGS ILE ADNAN MENDERES UNIVERSITESINE GECIS YAPTIM.,1871
HALKLA ILISKILER VE REKLMACILIK,1872
HALKLA ILISKILER VE REKLÂMCILIK,1873
HALKLA ILISKILER VE TANITIM,1874
"HALKLA ILISKILER VE TANITIM & GORSEL ILETISIM TASARIMI (CIFT ANA DAL); RADYO, TELEVIZYON VE SINEMA (YAN DAL)",1875
HALKLA ILISKILER VE TANITIM (INGILIZCE),1876
HALKLA ILISKILER VE TANITIM / ISLETME,1877
HALKLA ILISKILER VE TANITIM BOLUMU,1878
HALKLA ILISKILER VE TANITIM ING,1879
HALKLA ILISKILER VE TANITIM PR,1880
HALKLA ILISKILER VE TANITIM PROGRAMI,1881
HALKLA ILISKILER VE TANITIM REKLAMCILIK,1882
HALKLA ILISKILER VE TANITIM | SOSYOLOJI (CIFT ANADAL),1883
HALKLA ILISKILER VE TANITIM(%50 BURSLU),1884
HALKLA ILISKILER VE TANITIM(IKINCI OGRETIM),1885
HALKLA ILISKILER VE TANITIM(INGILIZCE),1886
HALKLA ILISKILER VE TANITIM(INGILIZCE)(%50 BURSLU),1887
HALKLA ILISKILER VE TANITIM(INGILIZCE)(TAM BURSLU),1888
HALKLA ILISKILER VE TANITIM(TAM BURSLU),1889
HALKLA ILISKILER VE TANITIM(UZAKTAN EGITIM),1890
HALKLA ILISKILER VE TANITIM- ISLETME,1891
HALKLA ILISKILER(INGILIZCE),1892
HALKLA ILISKILER(INGILIZCE)(%50 BURSLU),1893
HALKLA ILISKILER(TAM BURSLU),1894
HALKLA ILISKLER VE TANITIM,1895
HALKLA ILISKILER VE TANITIM,1896
HARIT,1897
HARITA KADASTRO,1898
HARITA MUHENDISI,1899
HARITA MUHENDISIGI,1900
HARITA MUHENDISLIG,1901
HARITA MUHENDISLIGI,1902
HARITA MUHENDISLIGI (%100 INGILIZCE),1903
HARITA MUHENDISLIGI(IKINCI OGRETIM),1904
HARITA TA,1905
HARITA VE KADASTE,1906
HARITA VE KADASTRO,1907
HARITA VE KADOSTRO,1908
HARITA VE TAPU,1909
HARITA&KADASTRO,1910
HARITA-KADASTRO,1911
HASTA BAKIM TEKNISYENI,1912
HAVACIL,1913
HAVACILIK ELEKTRIK ELEKTRONIK,1914
HAVACILIK ELEKTRIK VE ELEKTRONIGI,1915
HAVACILIK ELEKTRIK VE ELEKTRONIGI (YUKSEKOKUL),1916
HAVACILIK ELEKTRIK-ELEKTRONIGI,1917
HAVACILIK ELEKTRONIGI,1918
HAVACILIK ISLETMECILIGI INGILIZCE,1919
HAVACILIK VE UZAY BILIMLERI FAKULTESI - UCAK MOTOR GOVDE BAKIMI,1920
HAVACILIK VE UZAY MUH.,1921
HAVACILIK VE UZAY MUHENDISLIG,1922
HAVACILIK VE UZAY MUHENDISLIGI,1923
HAVACILIK VE UZAY MUHENDISLIGI YUKSEK LISANS PROGRAMI,1924
HAVACILIK VE UZAY MUHENDISLIGI(INGILIZCE),1925
HAVACILIK VE UZAY MUHENDISLIGI(UCAK VE UZAY MUHENDISLIGI),1926
HAVACILIK VE UZAY MUHENDISLIGI-YAZILIM MUHENDISLIGI(CIFT ANADAL),1927
HAVACILIK VE UZAY MUHENDISLIK.,1928
HAVACILIK Y,1929
HAVACILIK YO,1930
HAVACILIK YON,1931
HAVACILIK YONETIM,1932
HAVACILIK YONETIMI,1933
HAVACILIK YONETIMI (ING),1934
HAVACILIK YONETIMI (INGILIZCE),1935
HAVACILIK YONETIMI / SIVIL HAVA ULASTIRMA ISLETMECILIGI,1936
HAVACILIK YONETIMI VE GIRISIMCILIK,1937
HAVACILIK YONETIMI(INGILIZCE,1938
HAVACILIKTA YER HIZMETLERI YONETIMI,1939
HAYI,1940
HAYIR,1941
HAYIR .BIRDEN FAZLA BOLUM OKUMUYORUM,1942
HAYIR OKUMUYORUM,1943
"HAYIR, YOK",1944
HAYR,1945
HAZIRLIK,1946
HE,1947
HEM,1948
HEMS,1949
HEMSI,1950
HEMSIR,1951
HEMSIRE,1952
HEMSIREL,1953
HEMSIRELI,1954
HEMSIRELIK,1955
HEMSIRELIK & PSIKOLOJI,1956
HEMSIRELIK (FAKULTE),1957
HEMSIRELIK (FAKULTE)(%25 BURSLU),1958
HEMSIRELIK (FAKULTE)(%50 BURSLU),1959
HEMSIRELIK (FAKULTE)(TAM BURSLU),1960
HEMSIRELIK (INGILIZCE),1961
HEMSIRELIK (VE PSIKOLOJI),1962
HEMSIRELIK (YUKSEKOKUL),1963
HEMSIRELIK (YUKSEKOKUL)(ATATURK),1964
HEMSIRELIK (YUKSEKOKUL)(FETHIYE),1965
HEMSIRELIK (YUKSEKOKUL)(IKINCI OGRETIM),1966
HEMSIRELIK (YUKSEKOKUL)(ODEMIS),1967
HEMSIRELIK BOLUMU,1968
HEMSIRELIK BOLUMU 1.SINIF OGRENCISIYIM BASKA BOLUM OKUMUYORUM,1969
HEMSIRELIK BOLUMUNDE EGITIMIME DEVAM EDIYORUM.,1970
HEMSIRELIK EN BUYUK HEDEFIM,1971
HEMSIRELIK F,1972
HEMSIRELIK FAKU,1973
HEMSIRELIK FAKULTE,1974
HEMSIRELIK FAKULTESI,1975
HEMSIRELIK LISANS,1976
HEMSIRELIK PROGRAMI,1977
HEMSIRELIK VE SAGLIK HIZMETLERI,1978
HEMSIRELIK VE SAGLIK HIZMETLERI(TAM BURSLU),1979
HEMSIRELIK YUKSEKOKULU,1980
HEMSIRLIK,1981
HEMȘIRELIK,1982
HENSIRELIK,1983
HEYKEL,1984
HIBRID VE ELEKTRIKLI TASITLAR TEKNOLOJISI,1985
HIDROJEOLOJI MUHENDISLIGI,1986
HKBHK,1987
HU,1988
HUK,1989
HUKU,1990
HUKUK,1991
HUKUK %30 INGILIZCE,1992
HUKUK & ISLETME CAP,1993
HUKUK - ISLETME (CIFT ANADAL),1994
HUKUK / AYNI ZAMANDA ISTANBUL UNI. AUZEF SOSYOLOJI 2. SINIF OGRENCISIYIM,1995
HUKUK ANADAL ISLETME YANDAL DIS TICARET ACIKOGRETIM,1996
HUKUK BOLUMU,1997
HUKUK BOLUMU ADALET PROGRAMI,1998
HUKUK BURO YONETIMI VE SEKRETERLIGI,1999
HUKUK BURO YONETMENLIGI,2000
HUKUK FAKUL,2001
HUKUK FAKULT,2002
HUKUK FAKULTE,2003
HUKUK FAKULTES,2004
HUKUK FAKULTESI,2005
HUKUK FAKULTESI -SIYASET BILIMI VE ULUSLARARASI ILISKILER ILE YAN DAL YAPMAKTAYIM. (2019'DAN BERI),2006
HUKUK FAKULTESI ADALET MSYO,2007
HUKUK FAKULTESI I,2008
HUKUK FAKULTESI VE PSIKOLOJI (CAP),2009
HUKUK FAKULTESI- HUKUK,2010
HUKUK FAKULTESI-HUKUK,2011
HUKUK FAKULTESI.,2012
"HUKUK ISLETME (CAP), MEDYA (YANDAL)",2013
HUKUK ISLETME CIFT ANA DAL,2014
HUKUK P,2015
HUKUK PR.,2016
HUKUK VE MEDYA VE ILETISIM SISTEMLERI ANABILIM DALLARINDA %100 OSYM BURSLU,2017
HUKUK(%25 BURSLU),2018
HUKUK(%50 BURSLU),2019
HUKUK(IKINCI OGRETIM),2020
HUKUK(INGILIZCE),2021
HUKUK(INGILIZCE)(%25 BURSLU),2022
HUKUK(INGILIZCE)(%50 BURSLU),2023
HUKUK(INGILIZCE)(TAM BURSLU),2024
HUKUK(TAM BURSLU),2025
HUKUK- SOSYAL GUVENLIK,2026
HUKUK-SOSYOLOJI CIFT ANADAL,2027
HUKUK/ADALET,2028
HUKUKINGILIZCE,2029
HUUUK,2030
I,2031
IBBF,2032
IBRANI DILI VE EDEBIYATI,2033
IC,2034
IC MEKAN TASARI,2035
IC MEKAN TASARIM,2036
IC MEKAN TASARIMI,2037
IC MIMARI,2038
IC MIMARL,2039
IC MIMARLI,2040
IC MIMARLIK,2041
IC MIMARLIK %100 INGILIZCE,2042
IC MIMARLIK CE CEVRE TASARIMI,2043
IC MIMARLIK VE CEVRE TASARIM,2044
IC MIMARLIK VE CEVRE TASARIMI,2045
IC MIMARLIK VE CEVRE TASARIMI BOLUMU,2046
IC MIMARLIK VE CEVRE TASARIMI BOLUMUNDE OKUYORUM.,2047
IC MIMARLIK VE CEVRE TASARIMI INGILIZCE PROGRAM/ MIMARLIK CAP,2048
IC MIMARLIK VE CEVRE TASARIMI(%25 BURSLU),2049
IC MIMARLIK VE CEVRE TASARIMI(%50 BURSLU),2050
IC MIMARLIK VE CEVRE TASARIMI(INGILIZCE)(%50 BURSLU),2051
IC MIMARLIK VE CEVRE TASARIMI(INGILIZCE)(TAM BURSLU),2052
IC MIMARLIK VE CEVRE TASARIMI(TAM BURSLU),2053
IC MIMARLIK VE CEVRE TASARIMI- MIMARLIK FAKULTESI,2054
IC MIMARLIK(INGILIZCE)(%50 BURSLU),2055
IC MIMARLIK(INGILIZCE)(TAM BURSLU),2056
IC MIMARLIK(TAM BURSLU),2057
IC MIMSTLI,2058
IC MSMARLIK VE CEVRE TASARIMI,2059
IC MUMA,2060
ICMIMARLIK,2061
ICMIMARLIK VE BIYOTEKNOLOJI ( IKI BOLUM,2062
ICMIMARLIK VE CEVRE TASARIMI,2063
ICRA SANATLARI FAKULTESI - CALGI EGITIMI BOLUMU - BAGLAMA,2064
IDARI IKTISADI BILIMLER FAKULTESI ISLETME BOLUMU,2065
IDKAB,2066
IIBF FAKULTESI: SIYASET BILIMI ULUSLARARASI ILISKILER ING,2067
IIBF ISLETME,2068
IIBF MALIYE BOLUMU,2069
IIBF/INGILIZCE IKTISAT,2070
IK,2071
IKDISADI BILIMLER,2072
IKDISAT,2073
IKI UNIVERSITE OKUYORUM,2074
IKI UNIVERSITE OKUYORUM SIYASET BILIMI VE KAMU YONETIMI // BILGISAYAR PROGRAMCILIGI,2075
IKISAT,2076
IKLIMLENDIRME VE SOGUMA TEKNOLOJILERI,2077
IKLIMLENDIRME VE SOGUTMA,2078
IKT,2079
IKTI,2080
IKTIS,2081
IKTISA,2082
IKTISAD,2083
IKTISADI IDARI BILIMLER,2084
IKTISADI IDARI BILIMLER FAKULTESI,2085
IKTISADI IDARI BILIMLER FAKULTESI - ISLETME,2086
IKTISADI IDARI BILIMLER FAKULTESI / ISLETME,2087
IKTISADI IDARI BILIMLER FAKULTESI ISLETME BOLUMU,2088
IKTISADI IDARI BILIMLER PROGRAMLARI,2089
IKTISADI VE IDARE FAKULTESI,2090
IKTISADI VE IDARI BIILIMLER,2091
IKTISADI VE IDARI BILIMLER FAKULTESI,2092
IKTISADI VE IDARI BILIMLER FAKULTESI - ISLETME,2093
IKTISADI VE IDARI BILIMLER FAKULTESI / IKTISAT,2094
IKTISADI VE IDARI BILIMLER FAKULTESI / ISLETME,2095
IKTISADI VE IDARI BILIMLER FAKULTESI / ISLETME BOLUMU,2096
IKTISADI VE IDARI BILIMLER FAKULTESI / ISLETME I.O,2097
IKTISADI VE IDARI BILIMLER FAKULTESI CALISMA EKONOMISI VE ENDUSTUTRI ILISKILERI,2098
IKTISADI VE IDARI BILIMLER FAKULTESI EKONOMETRI,2099
IKTISADI VE IDARI BILIMLER FAKULTESI EKONOMETRI INGILIZCE,2100
IKTISADI VE IDARI BILIMLER FAKULTESI ISLETME BOLUMU,2101
IKTISADI VE IDARI BILIMLER FAKULTESI- ISLETM,2102
IKTISADI VE IDARI BILIMLER FAKULTESIYONETIM BILISIM SISTEMLERI,2103
IKTISADI VE IDARI BILIMLER PROGRAMCILIGI,2104
IKTISADI VE IDARI BILIMLER PROGRAMLARI,2105
IKTISADI VE IDARI BILIMLER- ISLETME FAKULTESI,2106
IKTISADI VE IDARI BOLUMLER FAKULTESI,2107
IKTISADI VE IDARI PROGRAMLAR,2108
"IKTISADI, IDARI VE SOSYAL BILIMLER FAKULTESI PROGRAMLARI",2109
IKTISAR,2110
IKTISAT,2111
IKTISAT %30 INGILIZCE,2112
IKTISAT & SIYASET BILIMI VE ULUSLARARASI ILISKILER(CAP),2113
IKTISAT ( EKONOMI),2114
IKTISAT ( INGILIZCE),2115
IKTISAT (ACIKOGRETIM),2116
IKTISAT (EKONOMI),2117
IKTISAT (ING),2118
IKTISAT (INGILIZCE,2119
IKTISAT (INGILIZCE),2120
IKTISAT BILIMI INGILIZCE,2121
IKTISAT BOLUMU,2122
IKTISAT BOLUMUNDE CIFT ANADAL YAPIYORUM.,2123
IKTISAT EKONOMI (%100 INGILIZCE),2124
IKTISAT FAKULTESI,2125
IKTISAT FAKULTESI - CEKO,2126
IKTISAT FAKULTESI / ISLETME,2127
IKTISAT FAKULTESI EKONOMETRI BOLUMU,2128
IKTISAT FAKULTESI IKTISAT BOLUMU,2129
IKTISAT FAKULTESI ISLETME,2130
IKTISAT FAKULTESI ISLETME BOLUMU,2131
IKTISAT HAZIIRLIK,2132
IKTISAT ING.,2133
IKTISAT INGILIZC,2134
IKTISAT INGILIZCE,2135
IKTISAT INGLIZCE,2136
IKTISAT PR.,2137
IKTISAT ULUSLARARASI ILISKILER,2138
IKTISAT VE IDARI BILIMLER,2139
IKTISAT VE IDARI BOL,2140
IKTISAT VE ULUSLARARASI ILISKILER,2141
IKTISAT VE YONETIM BILIMLERI,2142
IKTISAT YUKSEK LISANS,2143
IKTISAT YUZDE 30 INGILIZCE,2144
IKTISAT%100-ING,2145
IKTISAT%30 INGILIZCE,2146
IKTISAT%30ING,2147
IKTISAT(%100 INGILIZCE),2148
IKTISAT(%50 BURSLU),2149
IKTISAT(ALMANCA),2150
IKTISAT(BANDIRMA),2151
IKTISAT(BANDIRMA)(IKINCI OGRETIM),2152
IKTISAT(EKONOMI),2153
IKTISAT(IKINCI OGRETIM),2154
IKTISAT(ING.),2155
IKTISAT(INGILIZCE),2156
IKTISAT(INGILIZCE)(%25 BURSLU),2157
IKTISAT(INGILIZCE)(%50 BURSLU),2158
IKTISAT(INGILIZCE)(IKINCI OGRETIM),2159
IKTISAT(INGILIZCE)(TAM BURSLU),2160
IKTISAT(INGIZLICE),2161
IKTISAT(TAM BURSLU),2162
IKTISAT(TURKCE),2163
IKTISAT(UOLP-SUNY GENESEO),2164
IKTISAT(UZAKTAN EGITIM),2165
"IKTISAT,CIFTANADAL HUKUK,AOF ULUSLARARASI ILISKILER",2166
"IKTISAT,SOSYAL HIZMETLER",2167
IKTISAT- CALISMA EKONOMISI VE ENDUSTRI ILISKILERI,2168
IKTISAT- INGILIZCE,2169
IKTISAT/INGILIZCE,2170
IKTISATEKONOMI,2171
IKTISATI.O,2172
IKTISATING,2173
IKTISATING.,2174
IKTISATINGILIZCE,2175
IKTISATINGILIZCE VE HUKUKCAP / ISTANBUL UNIVERSITESI SOSYOLOJI ACIK VE UZAKTAN EGITIM FAKULTESI,2176
IKTSAT (ING),2177
IL,2178
ILA,2179
ILAH,2180
ILAHI,2181
ILAHIAY,2182
ILAHIY,2183
ILAHIYA,2184
ILAHIYAT,2185
ILAHIYAT ( ARAPCA),2186
ILAHIYAT 1/5,2187
ILAHIYAT DKAB,2188
ILAHIYAT FAKUK,2189
ILAHIYAT FAKULTESI,2190
ILAHIYAT FAKULTESI (LISANS),2191
ILAHIYAT FAKULTESI /,2192
ILAHIYAT FAKULTESI DIN KULTURU VE AHLAK BILGISI OGRETMENLIGI,2193
ILAHIYAT FAKULTESI ILAHIYAT BOLUM,2194
ILAHIYAT FAKULTESI/ILAHIYAT,2195
ILAHIYAT I,2196
ILAHIYAT IKINCI OGRETIM,2197
ILAHIYAT PR,2198
ILAHIYAT VE COCUK GEISIMI,2199
ILAHIYAT(DARENDE)(IKINCI OGRETIM),2200
ILAHIYAT(IKINCI OGRETIM),2201
ILAHIYAT(INGILIZCE),2202
ILAHIYAT(TAM BURSLU),2203
ILAHYA,2204
ILAHYAT,2205
ILETISI,2206
ILETISIM,2207
ILETISIM BILIML,2208
ILETISIM BILIMLERI,2209
ILETISIM BILIMLERI FAKULTESI,2210
ILETISIM BILIMLERI(INGILIZCE)(%50 BURSLU),2211
ILETISIM BILIMLERI/ REKLAM VE HALKLA ILISKILER,2212
ILETISIM FAKULTE,2213
ILETISIM FAKULTESI,2214
ILETISIM FAKULTESI - RADYO TV VE SINEMA,2215
ILETISIM FAKULTESI GAZETECILIK,2216
ILETISIM FAKULTESI HALKLA ILISKILER VE REKLAMCILIK,2217
ILETISIM FAKULTESI HALKLA ILISKILER VE TANITIM,2218
ILETISIM FAKULTESI ILETISIM BILIMLERI,2219
ILETISIM FAKULTESI RADYO TELEVIZYON VE SINEMA,2220
ILETISIM FAKULTESI RADYO TV SINEMA,2221
ILETISIM FAKULTESI/HALKLA ILISKILER VE TANITIM,2222
"ILETISIM FAKULTESI/RADYO,TELEVIZYON VE SINEMA",2223
ILETISIM SANATLARI,2224
ILETISIM SANATLARI(%50 BURSLU),2225
ILETISIM SANATLARIHALKLA ILISKILERBOLUMU,2226
ILETISIM TASARIM,2227
ILETISIM TASARIM BOLU,2228
ILETISIM TASARIMI,2229
ILETISIM TASARIMI - MULTIMEDYA,2230
ILETISIM TASARIMI / YENI MEDYA VE ILETISIM (CAP),2231
ILETISIM TASARIMI VE YENI MEDYA,2232
ILETISIM TASARIMI VE YONETIMI,2233
ILETISIM TASARIMI VE YONETIMIN,2234
ILETISIM TASARIMI(%50 BURSLU),2235
ILETISIM TASARIMI(TAM BURSLU),2236
ILETISIM VE TASARIM,2237
ILETISIM VE TASARIM(%50 BURSLU),2238
ILETISIM VE TASARIM(TAM BURSLU),2239
ILETISIM VE TASARIMI,2240
ILETISIM VE TASRIMI,2241
ILETISIM-RADYO TELEVIZYON SINEMA,2242
ILETSIM FAKULTESI RADYO TELEVIZYON,2243
ILK,2244
ILK BOLUM: ULUSLARARASI ILISKILER VE CIFT ANADAL OLARAK HUKUK- YANDAL OLARAK EKONOMI,2245
ILK OGRETIM DIN KULTURU VE AHLAK BILGISI OGRET.,2246
ILK OGRETIM DIN KULTURU VE AHLAK BILGISI OGRETMENLIGI,2247
ILK OGRETIM MATEMATIK OGRETMENLIGI,2248
ILK VE ACIK,2249
ILK VE ACIL Y,2250
ILK VE ACIL YAR,2251
ILK VE ACIL YARDI,2252
ILK VE ACIL YARDIM,2253
ILK VE ACIL YARDIM (PARAMEDIK),2254
ILK VE ACIL YARDIM BOLUMU,2255
ILK VE ACIL YARDIM IKINCI OGRETIM,2256
ILK VE ACIL YARDIM TEKNIKERLIGI,2257
ILK VE ACIL YARDIM(PARAMEDIK),2258
ILK YARDIM VE ACIL,2259
ILK. OGR. MAT. OGRETMENLIGI,2260
ILKOGRETIM BOLUMU FEN BILGISI OGRETMENLIGI,2261
ILKOGRETIM DIN KULTURU OGRETMENLIGI,2262
ILKOGRETIM DIN KULTURU VE AHLAK BILGISI OGRETMENLIGI,2263
ILKOGRETIM FEN BILGISI OGRETMENLIGI,2264
ILKOGRETIM FEN BILGISI OGRETMENLIGI - SOSYOLOJIACIKOGRETIM,2265
ILKOGRETIM M,2266
ILKOGRETIM MA,2267
ILKOGRETIM MATEMATIK,2268
ILKOGRETIM MATEMATIK O,2269
ILKOGRETIM MATEMATIK OGR,2270
ILKOGRETIM MATEMATIK OGRETM,2271
ILKOGRETIM MATEMATIK OGRETMENLI,2272
ILKOGRETIM MATEMATIK OGRETMENLIG,2273
ILKOGRETIM MATEMATIK OGRETMENLIGI,2274
ILKOGRETIM MATEMATIK OGRETMENLIGI BOLUM,2275
ILKOGRETIM MATEMATIK OGRETMENLIGI BOLUMU,2276
ILKOGRETIM MATEMATIK OGRETMENLIGI OKUYO,2277
ILKOGRETIM MATEMATIK OGRETMENLIGI PROGRAMI,2278
ILKOGRETIM MATEMATIK OGRETMENLIGI VE PSIKOLOJI (CAP),2279
ILKOGRETIM MATEMATIK OGRETMENLIGI(%50 BURSLU),2280
ILKOGRETIM MATEMATIK OGRETMENLIGI(TAM BURSLU),2281
ILKOGRETIM MATEMETIK OGRETMENLIGI,2282
ILKOGRETIM SOSYAL BILGILER OGRETMENLIGI,2283
ILLAHIYA,2284
ILTISAT,2285
ILÂHIYAT,2286
ILÂHIYAT BOLUMU,2287
ILÂHIYAT PR.,2288
IM,2289
IMALAT MUHANDISLIGI,2290
IMALAT MUHENDISLIGI,2291
IMALAT MUHENDISLIGI (%30 INGILIZCE),2292
IMALAT MUHENDISLIGI (M.T.O.K.),2293
IMALAT MUHENDISLIGI (TEKNOLOJI FAKULTESI),2294
IMALAT MUHENDISLIGI BOLUMU,2295
IMALAT MUHENDISLIGI(INGILIZCE),2296
IMALAT MUHENDISLIGI(INGILIZCE)(TAM BURSLU),2297
IN,2298
INDUSTRIAL ENGINEERING,2299
INFORMATION TECHNOLOGIE / ENFORMASYON TEKNOLOFILERI,2300
ING,2301
ING DILI VE EDEBIYATI,2302
ING IKTISAT,2303
ING ISLETME,2304
ING. IKTISAT,2305
ING. ISLETME,2306
INGI,2307
